dataset	split	task	arm	fit	correct	correct_grids	test_grids	oracle_chosen_family	selected_program	oracle_witness
ARC2	training	beb8660c	grid_d2	false	false	0	1	false		
ARC2	training	beb8660c	objects	false	false	0	1	false		
ARC2	training	beb8660c	grid_objects	false	false	0	1	false		
ARC2	evaluation	f931b4a8	complete	false	false	0	2	NA	cropLargest	
ARC2	evaluation	f931b4a8	grid_d2	false	false	0	2	false		
ARC2	evaluation	f931b4a8	objects	false	false	0	2	false		
ARC2	evaluation	f931b4a8	grid_objects	false	false	0	2	false		
ARC2	training	fcb5c309	complete	false	false	0	1	NA	id	
ARC2	training	fcb5c309	grid_d2	false	false	0	1	false		
ARC2	training	fcb5c309	objects	false	false	0	1	false		
ARC2	training	fcb5c309	grid_objects	false	false	0	1	false		
ARC2	training	eb281b96	complete	false	false	0	1	NA	id	
ARC2	training	eb281b96	grid_d2	false	false	0	1	false		
ARC2	training	eb281b96	objects	false	false	0	1	false		
ARC2	training	eb281b96	grid_objects	false	false	0	1	false		
ARC2	evaluation	7491f3cf	complete	false	false	0	1	NA	id	
ARC2	evaluation	7491f3cf	grid_d2	false	false	0	1	false		
ARC2	evaluation	7491f3cf	objects	false	false	0	1	false		
ARC2	evaluation	7491f3cf	grid_objects	false	false	0	1	false		
ARC2	training	da6e95e5	complete	false	false	0	2	NA	id	
ARC2	training	da6e95e5	grid_d2	false	false	0	2	false		
ARC2	training	da6e95e5	objects	false	false	0	2	false		
ARC2	training	da6e95e5	grid_objects	false	false	0	2	false		
ARC2	training	e3f79277	complete	false	false	0	1	NA	id	
ARC2	training	e3f79277	grid_d2	false	false	0	1	false		
ARC2	training	e3f79277	objects	false	false	0	1	false		
ARC2	training	e3f79277	grid_objects	false	false	0	1	false		
ARC2	training	98c475bf	complete	false	false	0	1	NA	id	
ARC2	training	98c475bf	grid_d2	false	false	0	1	false		
ARC2	training	98c475bf	objects	false	false	0	1	false		
ARC2	training	98c475bf	grid_objects	false	false	0	1	false		
ARC2	training	753ea09b	complete	false	false	0	1	NA	id	
ARC2	training	753ea09b	grid_d2	false	false	0	1	false		
ARC2	training	753ea09b	objects	false	false	0	1	false		
ARC2	training	753ea09b	grid_objects	false	false	0	1	false		
ARC2	training	6e82a1ae	complete	false	false	0	1	NA	id	
ARC2	training	6e82a1ae	grid_d2	false	false	0	1	false		
ARC2	training	6e82a1ae	objects	false	false	0	1	false		
ARC2	training	6e82a1ae	grid_objects	false	false	0	1	false		
ARC2	training	2b01abd0	complete	false	false	0	1	NA	id	
ARC2	training	2b01abd0	grid_d2	false	false	0	1	false		
ARC2	training	2b01abd0	objects	false	false	0	1	false		
ARC2	training	2b01abd0	grid_objects	false	false	0	1	false		
ARC2	evaluation	5961cc34	complete	false	false	0	1	NA	id	
ARC2	evaluation	5961cc34	grid_d2	false	false	0	1	false		
ARC2	evaluation	5961cc34	objects	false	false	0	1	false		
ARC2	evaluation	5961cc34	grid_objects	false	false	0	1	false		
ARC2	training	aaef0977	complete	false	false	0	1	NA	id	
ARC2	training	aaef0977	grid_d2	false	false	0	1	false		
ARC2	training	aaef0977	objects	false	false	0	1	false		
ARC2	training	aaef0977	grid_objects	false	false	0	1	false		
ARC2	evaluation	800d221b	complete	false	false	0	1	NA	id	
ARC2	evaluation	800d221b	grid_d2	false	false	0	1	false		
ARC2	evaluation	800d221b	objects	false	false	0	1	false		
ARC2	evaluation	800d221b	grid_objects	false	false	0	1	false		
ARC2	training	e84fef15	complete	false	false	0	1	NA	id	
ARC2	training	e84fef15	grid_d2	false	false	0	1	false		
ARC2	training	e84fef15	objects	false	false	0	1	false		
ARC2	training	e84fef15	grid_objects	false	false	0	1	false		
ARC2	training	6ca952ad	complete	false	false	0	1	NA	id	
ARC2	training	6ca952ad	grid_d2	false	false	0	1	false		
ARC2	training	6ca952ad	objects	false	false	0	1	false		
ARC2	training	6ca952ad	grid_objects	false	false	0	1	false		
ARC2	training	ce8d95cc	complete	true	true	1	1	NA	dedupRows ; dedupCols	
ARC2	training	ce8d95cc	grid_d2	true	true	1	1	true	dedupRows ; dedupCols	dedupRows ; dedupCols
ARC2	training	ce8d95cc	objects	false	false	0	1	false		
ARC2	training	ce8d95cc	grid_objects	true	true	1	1	true	dedupRows ; dedupCols	dedupRows ; dedupCols
ARC2	training	c97c0139	complete	false	false	0	1	NA	id	
ARC2	training	c97c0139	grid_d2	false	false	0	1	false		
ARC2	training	c97c0139	objects	false	false	0	1	false		
ARC2	training	c97c0139	grid_objects	false	false	0	1	false		
ARC2	training	a1aa0c1e	complete	false	false	0	1	NA	id	
ARC2	training	a1aa0c1e	grid_d2	false	false	0	1	false		
ARC2	training	a1aa0c1e	objects	false	false	0	1	false		
ARC2	training	a1aa0c1e	grid_objects	false	false	0	1	false		
ARC2	training	b7999b51	complete	false	false	0	1	NA	id	
ARC2	training	b7999b51	grid_d2	false	false	0	1	false		
ARC2	training	b7999b51	objects	false	false	0	1	false		
ARC2	training	b7999b51	grid_objects	false	false	0	1	false		
ARC2	training	cce03e0d	complete	false	false	0	1	NA	id	
ARC2	training	cce03e0d	grid_d2	false	false	0	1	false		
ARC2	training	cce03e0d	objects	false	false	0	1	false		
ARC2	training	cce03e0d	grid_objects	false	false	0	1	false		
ARC2	training	93c31fbe	complete	false	false	0	1	NA	id	
ARC2	training	93c31fbe	grid_d2	false	false	0	1	false		
ARC2	training	93c31fbe	objects	false	false	0	1	false		
ARC2	training	93c31fbe	grid_objects	false	false	0	1	false		
ARC2	training	52df9849	complete	false	false	0	2	NA	id	
ARC2	training	52df9849	grid_d2	false	false	0	2	false		
ARC2	training	52df9849	objects	false	false	0	2	false		
ARC2	training	52df9849	grid_objects	false	false	0	2	false		
ARC2	training	896d5239	complete	false	false	0	1	NA	id	
ARC2	training	896d5239	grid_d2	false	false	0	1	false		
ARC2	training	896d5239	objects	false	false	0	1	false		
ARC2	training	896d5239	grid_objects	false	false	0	1	false		
ARC2	training	5207a7b5	complete	false	false	0	1	NA	id	
ARC2	training	5207a7b5	grid_d2	false	false	0	1	false		
ARC2	training	5207a7b5	objects	false	false	0	1	false		
ARC2	training	5207a7b5	grid_objects	false	false	0	1	false		
ARC2	evaluation	db0c5428	complete	false	false	0	1	NA	id	
ARC2	evaluation	db0c5428	grid_d2	false	false	0	1	false		
ARC2	evaluation	db0c5428	objects	false	false	0	1	false		
ARC2	evaluation	db0c5428	grid_objects	false	false	0	1	false		
ARC2	training	99b1bc43	complete	true	true	1	1	NA	splitV xor 3	
ARC2	training	99b1bc43	grid_d2	true	true	1	1	true	splitV xor 3	splitV xor 3
ARC2	training	99b1bc43	objects	false	false	0	1	false		
ARC2	training	99b1bc43	grid_objects	true	true	1	1	true	splitV xor 3	splitV xor 3
ARC2	training	a87f7484	complete	false	false	0	1	NA	id	
ARC2	training	a87f7484	grid_d2	false	false	0	1	false		
ARC2	training	a87f7484	objects	true	true	1	1	true	zero-8-mono / Largest / Identity / Crop	zero-8-mono / Largest / Identity / Crop
ARC2	training	a87f7484	grid_objects	true	true	1	1	true	zero-8-mono / Largest / Identity / Crop	zero-8-mono / Largest / Identity / Crop
ARC2	training	88a10436	complete	false	false	0	1	NA	id	
ARC2	training	88a10436	grid_d2	false	false	0	1	false		
ARC2	training	88a10436	objects	false	false	0	1	false		
ARC2	training	88a10436	grid_objects	false	false	0	1	false		
ARC2	training	57aa92db	complete	false	false	0	1	NA	id	
ARC2	training	57aa92db	grid_d2	false	false	0	1	false		
ARC2	training	57aa92db	objects	false	false	0	1	false		
ARC2	training	57aa92db	grid_objects	false	false	0	1	false		
ARC2	training	ba26e723	complete	false	false	0	1	NA	id	
ARC2	training	ba26e723	grid_d2	false	false	0	1	false		
ARC2	training	ba26e723	objects	false	false	0	1	false		
ARC2	training	ba26e723	grid_objects	false	false	0	1	false		
ARC2	training	a04b2602	complete	false	false	0	1	NA	id	
ARC2	training	a04b2602	grid_d2	false	false	0	1	false		
ARC2	training	a04b2602	objects	false	false	0	1	false		
ARC2	training	a04b2602	grid_objects	false	false	0	1	false		
ARC2	evaluation	7b80bb43	complete	false	false	0	1	NA	id	
ARC2	evaluation	7b80bb43	grid_d2	false	false	0	1	false		
ARC2	evaluation	7b80bb43	objects	false	false	0	1	false		
ARC2	evaluation	7b80bb43	grid_objects	false	false	0	1	false		
ARC2	evaluation	8b7bacbf	complete	false	false	0	2	NA	fillEnclosed 4	
ARC2	evaluation	8b7bacbf	grid_d2	false	false	0	2	false		
ARC2	evaluation	8b7bacbf	objects	false	false	0	2	false		
ARC2	evaluation	8b7bacbf	grid_objects	false	false	0	2	false		
ARC2	evaluation	1ae2feb7	complete	false	false	0	3	NA	id	
ARC2	evaluation	1ae2feb7	grid_d2	false	false	0	3	false		
ARC2	evaluation	1ae2feb7	objects	false	false	0	3	false		
ARC2	evaluation	1ae2feb7	grid_objects	false	false	0	3	false		
ARC2	training	941d9a10	complete	false	false	0	1	NA	id	
ARC2	training	941d9a10	grid_d2	false	false	0	1	false		
ARC2	training	941d9a10	objects	false	false	0	1	false		
ARC2	training	941d9a10	grid_objects	false	false	0	1	false		
ARC2	training	b7fb29bc	complete	false	false	0	1	NA	id	
ARC2	training	b7fb29bc	grid_d2	false	false	0	1	false		
ARC2	training	b7fb29bc	objects	false	false	0	1	false		
ARC2	training	b7fb29bc	grid_objects	false	false	0	1	false		
ARC2	training	c920a713	complete	false	false	0	1	NA	id	
ARC2	training	c920a713	grid_d2	false	false	0	1	false		
ARC2	training	c920a713	objects	false	false	0	1	false		
ARC2	training	c920a713	grid_objects	false	false	0	1	false		
ARC2	training	7d7772cc	complete	false	false	0	1	NA	id	
ARC2	training	7d7772cc	grid_d2	false	false	0	1	false		
ARC2	training	7d7772cc	objects	false	false	0	1	false		
ARC2	training	7d7772cc	grid_objects	false	false	0	1	false		
ARC2	training	4c5c2cf0	complete	false	false	0	1	NA	id	
ARC2	training	4c5c2cf0	grid_d2	false	false	0	1	false		
ARC2	training	4c5c2cf0	objects	false	false	0	1	false		
ARC2	training	4c5c2cf0	grid_objects	false	false	0	1	false		
ARC2	training	e78887d1	complete	false	false	0	1	NA	id	
ARC2	training	e78887d1	grid_d2	false	false	0	1	false		
ARC2	training	e78887d1	objects	false	false	0	1	false		
ARC2	training	e78887d1	grid_objects	false	false	0	1	false		
ARC2	training	9f41bd9c	complete	false	false	0	1	NA	id	
ARC2	training	9f41bd9c	grid_d2	false	false	0	1	false		
ARC2	training	9f41bd9c	objects	false	false	0	1	false		
ARC2	training	9f41bd9c	grid_objects	false	false	0	1	false		
ARC2	training	b230c067	complete	false	false	0	1	NA	id	
ARC2	training	b230c067	grid_d2	false	false	0	1	false		
ARC2	training	b230c067	objects	false	false	0	1	false		
ARC2	training	b230c067	grid_objects	false	false	0	1	false		
ARC2	training	9110e3c5	complete	false	false	0	2	NA	id	
ARC2	training	9110e3c5	grid_d2	false	false	0	2	false		
ARC2	training	9110e3c5	objects	false	false	0	2	false		
ARC2	training	9110e3c5	grid_objects	false	false	0	2	false		
ARC2	training	edcc2ff0	complete	false	false	0	1	NA	id	
ARC2	training	edcc2ff0	grid_d2	false	false	0	1	false		
ARC2	training	edcc2ff0	objects	false	false	0	1	false		
ARC2	training	edcc2ff0	grid_objects	false	false	0	1	false		
ARC2	training	a1570a43	complete	false	false	0	1	NA	id	
ARC2	training	a1570a43	grid_d2	false	false	0	1	false		
ARC2	training	a1570a43	objects	false	false	0	1	false		
ARC2	training	a1570a43	grid_objects	false	false	0	1	false		
ARC2	training	7d18a6fb	complete	false	false	0	1	NA	id	
ARC2	training	7d18a6fb	grid_d2	false	false	0	1	false		
ARC2	training	7d18a6fb	objects	false	false	0	1	false		
ARC2	training	7d18a6fb	grid_objects	false	false	0	1	false		
ARC2	evaluation	5dbc8537	complete	false	false	0	2	NA	id	
ARC2	evaluation	5dbc8537	grid_d2	false	false	0	2	false		
ARC2	evaluation	5dbc8537	objects	false	false	0	2	false		
ARC2	evaluation	5dbc8537	grid_objects	false	false	0	2	false		
ARC2	training	4b6b68e5	complete	false	false	0	1	NA	id	
ARC2	training	4b6b68e5	grid_d2	false	false	0	1	false		
ARC2	training	4b6b68e5	objects	false	false	0	1	false		
ARC2	training	4b6b68e5	grid_objects	false	false	0	1	false		
ARC2	training	bc93ec48	complete	false	false	0	1	NA	id	
ARC2	training	bc93ec48	grid_d2	false	false	0	1	false		
ARC2	training	bc93ec48	objects	false	false	0	1	false		
ARC2	training	bc93ec48	grid_objects	false	false	0	1	false		
ARC2	training	9caf5b84	complete	false	false	0	1	NA	id	
ARC2	training	9caf5b84	grid_d2	false	false	0	1	false		
ARC2	training	9caf5b84	objects	false	false	0	1	false		
ARC2	training	9caf5b84	grid_objects	false	false	0	1	false		
ARC2	training	6a980be1	complete	false	false	0	1	NA	id	
ARC2	training	6a980be1	grid_d2	false	false	0	1	false		
ARC2	training	6a980be1	objects	false	false	0	1	false		
ARC2	training	6a980be1	grid_objects	false	false	0	1	false		
ARC2	training	ff2825db	complete	false	false	0	2	NA	id	
ARC2	training	ff2825db	grid_d2	false	false	0	2	false		
ARC2	training	ff2825db	objects	false	false	0	2	false		
ARC2	training	ff2825db	grid_objects	false	false	0	2	false		
ARC2	evaluation	269e22fb	complete	false	false	0	2	NA	id	
ARC2	evaluation	269e22fb	grid_d2	false	false	0	2	false		
ARC2	evaluation	269e22fb	objects	false	false	0	2	false		
ARC2	evaluation	269e22fb	grid_objects	false	false	0	2	false		
ARC2	training	dc2e9a9d	complete	false	false	0	1	NA	id	
ARC2	training	dc2e9a9d	grid_d2	false	false	0	1	false		
ARC2	training	dc2e9a9d	objects	false	false	0	1	false		
ARC2	training	dc2e9a9d	grid_objects	false	false	0	1	false		
ARC2	training	1e32b0e9	complete	false	false	0	1	NA	id	
ARC2	training	1e32b0e9	grid_d2	false	false	0	1	false		
ARC2	training	1e32b0e9	objects	false	false	0	1	false		
ARC2	training	1e32b0e9	grid_objects	false	false	0	1	false		
ARC2	training	2c0b0aff	complete	false	false	0	1	NA	bottomHalf ; cropSmallest	
ARC2	training	2c0b0aff	grid_d2	false	false	0	1	false		
ARC2	training	2c0b0aff	objects	false	false	0	1	false		
ARC2	training	2c0b0aff	grid_objects	false	false	0	1	false		
ARC2	training	f0100645	complete	false	false	0	1	NA	id	
ARC2	training	f0100645	grid_d2	false	false	0	1	false		
ARC2	training	f0100645	objects	false	false	0	1	false		
ARC2	training	f0100645	grid_objects	false	false	0	1	false		
ARC2	training	f18ec8cc	complete	false	false	0	2	NA	id	
ARC2	training	f18ec8cc	grid_d2	false	false	0	2	false		
ARC2	training	f18ec8cc	objects	false	false	0	2	false		
ARC2	training	f18ec8cc	grid_objects	false	false	0	2	false		
ARC2	training	cbded52d	complete	false	false	0	1	NA	id	
ARC2	training	cbded52d	grid_d2	false	false	0	1	false		
ARC2	training	cbded52d	objects	false	false	0	1	false		
ARC2	training	cbded52d	grid_objects	false	false	0	1	false		
ARC2	evaluation	7b5033c1	complete	false	false	0	1	NA	id	
ARC2	evaluation	7b5033c1	grid_d2	false	false	0	1	false		
ARC2	evaluation	7b5033c1	objects	false	false	0	1	false		
ARC2	evaluation	7b5033c1	grid_objects	false	false	0	1	false		
ARC2	training	7c9b52a0	complete	false	false	0	1	NA	id	
ARC2	training	7c9b52a0	grid_d2	false	false	0	1	false		
ARC2	training	7c9b52a0	objects	false	false	0	1	false		
ARC2	training	7c9b52a0	grid_objects	false	false	0	1	false		
ARC2	training	e73095fd	complete	false	false	0	1	NA	id	
ARC2	training	e73095fd	grid_d2	false	false	0	1	false		
ARC2	training	e73095fd	objects	false	false	0	1	false		
ARC2	training	e73095fd	grid_objects	false	false	0	1	false		
ARC2	training	81c0276b	complete	false	false	0	1	NA	id	
ARC2	training	81c0276b	grid_d2	false	false	0	1	false		
ARC2	training	81c0276b	objects	false	false	0	1	false		
ARC2	training	81c0276b	grid_objects	false	false	0	1	false		
ARC2	training	fc754716	complete	false	false	0	1	NA	id	
ARC2	training	fc754716	grid_d2	false	false	0	1	false		
ARC2	training	fc754716	objects	false	false	0	1	false		
ARC2	training	fc754716	grid_objects	false	false	0	1	false		
ARC2	training	e88171ec	complete	false	false	0	1	NA	id	
ARC2	training	e88171ec	grid_d2	false	false	0	1	false		
ARC2	training	e88171ec	objects	false	false	0	1	false		
ARC2	training	e88171ec	grid_objects	false	false	0	1	false		
ARC2	training	14b8e18c	complete	false	false	0	1	NA	id	
ARC2	training	14b8e18c	grid_d2	false	false	0	1	false		
ARC2	training	14b8e18c	objects	false	false	0	1	false		
ARC2	training	14b8e18c	grid_objects	false	false	0	1	false		
ARC2	training	42a50994	complete	false	false	0	1	NA	id	
ARC2	training	42a50994	grid_d2	false	false	0	1	false		
ARC2	training	42a50994	objects	true	true	1	1	true	zero-8-mono / Smallest / Erase / Original	zero-8-mono / Smallest / Erase / Original
ARC2	training	42a50994	grid_objects	true	true	1	1	true	zero-8-mono / Smallest / Erase / Original	zero-8-mono / Smallest / Erase / Original
ARC2	training	2013d3e2	complete	false	false	0	1	NA	id	
ARC2	training	2013d3e2	grid_d2	false	false	0	1	false		
ARC2	training	2013d3e2	objects	false	false	0	1	false		
ARC2	training	2013d3e2	grid_objects	false	false	0	1	false		
ARC2	training	94133066	complete	false	false	0	1	NA	id	
ARC2	training	94133066	grid_d2	false	false	0	1	false		
ARC2	training	94133066	objects	false	false	0	1	false		
ARC2	training	94133066	grid_objects	false	false	0	1	false		
ARC2	training	ca8de6ea	complete	false	false	0	1	NA	id	
ARC2	training	ca8de6ea	grid_d2	false	false	0	1	false		
ARC2	training	ca8de6ea	objects	false	false	0	1	false		
ARC2	training	ca8de6ea	grid_objects	false	false	0	1	false		
ARC2	training	d37a1ef5	complete	false	false	0	1	NA	id	
ARC2	training	d37a1ef5	grid_d2	false	false	0	1	false		
ARC2	training	d37a1ef5	objects	false	false	0	1	false		
ARC2	training	d37a1ef5	grid_objects	false	false	0	1	false		
ARC2	training	1cf80156	complete	true	true	1	1	NA	cropBBox	
ARC2	training	1cf80156	grid_d2	true	true	1	1	true	cropBBox	cropBBox
ARC2	training	1cf80156	objects	true	true	1	1	true	zero-4-mono / All / Identity / Crop	zero-4-mono / All / Identity / Crop
ARC2	training	1cf80156	grid_objects	true	true	1	1	true	cropBBox	cropBBox
ARC2	training	87ab05b8	complete	false	false	0	1	NA	id	
ARC2	training	87ab05b8	grid_d2	false	false	0	1	false		
ARC2	training	87ab05b8	objects	false	false	0	1	false		
ARC2	training	87ab05b8	grid_objects	false	false	0	1	false		
ARC2	evaluation	71e489b6	complete	false	false	0	2	NA	id	
ARC2	evaluation	71e489b6	grid_d2	false	false	0	2	false		
ARC2	evaluation	71e489b6	objects	false	false	0	2	false		
ARC2	evaluation	71e489b6	grid_objects	false	false	0	2	false		
ARC2	training	7d419a02	complete	false	false	0	1	NA	id	
ARC2	training	7d419a02	grid_d2	false	false	0	1	false		
ARC2	training	7d419a02	objects	false	false	0	1	false		
ARC2	training	7d419a02	grid_objects	false	false	0	1	false		
ARC2	training	f0df5ff0	complete	false	false	0	1	NA	id	
ARC2	training	f0df5ff0	grid_d2	false	false	0	1	false		
ARC2	training	f0df5ff0	objects	false	false	0	1	false		
ARC2	training	f0df5ff0	grid_objects	false	false	0	1	false		
ARC2	training	e9bb6954	complete	false	false	0	1	NA	id	
ARC2	training	e9bb6954	grid_d2	false	false	0	1	false		
ARC2	training	e9bb6954	objects	false	false	0	1	false		
ARC2	training	e9bb6954	grid_objects	false	false	0	1	false		
ARC2	training	3979b1a8	complete	false	false	0	1	NA	id	
ARC2	training	3979b1a8	grid_d2	false	false	0	1	false		
ARC2	training	3979b1a8	objects	false	false	0	1	false		
ARC2	training	3979b1a8	grid_objects	false	false	0	1	false		
ARC2	training	7447852a	complete	false	false	0	1	NA	id	
ARC2	training	7447852a	grid_d2	false	false	0	1	false		
ARC2	training	7447852a	objects	false	false	0	1	false		
ARC2	training	7447852a	grid_objects	false	false	0	1	false		
ARC2	training	984d8a3e	complete	false	false	0	1	NA	id	
ARC2	training	984d8a3e	grid_d2	false	false	0	1	false		
ARC2	training	984d8a3e	objects	false	false	0	1	false		
ARC2	training	984d8a3e	grid_objects	false	false	0	1	false		
ARC2	training	d47aa2ff	complete	false	false	0	1	NA	id	
ARC2	training	d47aa2ff	grid_d2	false	false	0	1	false		
ARC2	training	d47aa2ff	objects	false	false	0	1	false		
ARC2	training	d47aa2ff	grid_objects	false	false	0	1	false		
ARC2	training	140c817e	complete	false	false	0	1	NA	id	
ARC2	training	140c817e	grid_d2	false	false	0	1	false		
ARC2	training	140c817e	objects	false	false	0	1	false		
ARC2	training	140c817e	grid_objects	false	false	0	1	false		
ARC2	training	83eb0a57	complete	false	false	0	1	NA	id	
ARC2	training	83eb0a57	grid_d2	false	false	0	1	false		
ARC2	training	83eb0a57	objects	false	false	0	1	false		
ARC2	training	83eb0a57	grid_objects	false	false	0	1	false		
ARC2	training	ecb67b6d	complete	false	false	0	1	NA	id	
ARC2	training	ecb67b6d	grid_d2	false	false	0	1	false		
ARC2	training	ecb67b6d	objects	false	false	0	1	false		
ARC2	training	ecb67b6d	grid_objects	false	false	0	1	false		
ARC2	training	48131b3c	complete	false	false	0	1	NA	id	
ARC2	training	48131b3c	grid_d2	false	false	0	1	false		
ARC2	training	48131b3c	objects	false	false	0	1	false		
ARC2	training	48131b3c	grid_objects	false	false	0	1	false		
ARC2	training	5034a0b5	complete	false	false	0	1	NA	id	
ARC2	training	5034a0b5	grid_d2	false	false	0	1	false		
ARC2	training	5034a0b5	objects	false	false	0	1	false		
ARC2	training	5034a0b5	grid_objects	false	false	0	1	false		
ARC2	training	6ecd11f4	complete	false	false	0	1	NA	id	
ARC2	training	6ecd11f4	grid_d2	false	false	0	1	false		
ARC2	training	6ecd11f4	objects	false	false	0	1	false		
ARC2	training	6ecd11f4	grid_objects	false	false	0	1	false		
ARC2	training	833dafe3	complete	true	true	1	1	NA	rot180 ; mirror4	
ARC2	training	833dafe3	grid_d2	true	true	1	1	true	rot180 ; mirror4	rot180 ; mirror4
ARC2	training	833dafe3	objects	false	false	0	1	false		
ARC2	training	833dafe3	grid_objects	true	true	1	1	true	rot180 ; mirror4	rot180 ; mirror4
ARC2	training	2c608aff	complete	false	false	0	1	NA	id	
ARC2	training	2c608aff	grid_d2	false	false	0	1	false		
ARC2	training	2c608aff	objects	false	false	0	1	false		
ARC2	training	2c608aff	grid_objects	false	false	0	1	false		
ARC2	training	e41c6fd3	complete	false	false	0	1	NA	id	
ARC2	training	e41c6fd3	grid_d2	false	false	0	1	false		
ARC2	training	e41c6fd3	objects	false	false	0	1	false		
ARC2	training	e41c6fd3	grid_objects	false	false	0	1	false		
ARC2	training	aa300dc3	complete	false	false	0	1	NA	id	
ARC2	training	aa300dc3	grid_d2	false	false	0	1	false		
ARC2	training	aa300dc3	objects	false	false	0	1	false		
ARC2	training	aa300dc3	grid_objects	false	false	0	1	false		
ARC2	training	91413438	complete	false	false	0	1	NA	id	
ARC2	training	91413438	grid_d2	false	false	0	1	false		
ARC2	training	91413438	objects	false	false	0	1	false		
ARC2	training	91413438	grid_objects	false	false	0	1	false		
ARC2	training	aba27056	complete	false	false	0	1	NA	id	
ARC2	training	aba27056	grid_d2	false	false	0	1	false		
ARC2	training	aba27056	objects	false	false	0	1	false		
ARC2	training	aba27056	grid_objects	false	false	0	1	false		
ARC2	training	6ffe8f07	complete	false	false	0	2	NA	id	
ARC2	training	6ffe8f07	grid_d2	false	false	0	2	false		
ARC2	training	6ffe8f07	objects	false	false	0	2	false		
ARC2	training	6ffe8f07	grid_objects	false	false	0	2	false		
ARC2	training	5623160b	complete	false	false	0	1	NA	id	
ARC2	training	5623160b	grid_d2	false	false	0	1	false		
ARC2	training	5623160b	objects	false	false	0	1	false		
ARC2	training	5623160b	grid_objects	false	false	0	1	false		
ARC2	training	a6953f00	complete	false	false	0	1	NA	id	
ARC2	training	a6953f00	grid_d2	false	false	0	1	false		
ARC2	training	a6953f00	objects	false	false	0	1	false		
ARC2	training	a6953f00	grid_objects	false	false	0	1	false		
ARC2	training	21f83797	complete	false	false	0	1	NA	id	
ARC2	training	21f83797	grid_d2	false	false	0	1	false		
ARC2	training	21f83797	objects	false	false	0	1	false		
ARC2	training	21f83797	grid_objects	false	false	0	1	false		
ARC2	training	3428a4f5	complete	true	true	2	2	NA	splitV xor 3	
ARC2	training	3428a4f5	grid_d2	true	true	2	2	true	splitV xor 3	splitV xor 3
ARC2	training	3428a4f5	objects	false	false	0	2	false		
ARC2	training	3428a4f5	grid_objects	true	true	2	2	true	splitV xor 3	splitV xor 3
ARC2	training	48d8fb45	complete	false	false	0	1	NA	id	
ARC2	training	48d8fb45	grid_d2	false	false	0	1	false		
ARC2	training	48d8fb45	objects	false	false	0	1	false		
ARC2	training	48d8fb45	grid_objects	false	false	0	1	false		
ARC2	training	4cd1b7b2	complete	false	false	0	1	NA	id	
ARC2	training	4cd1b7b2	grid_d2	false	false	0	1	false		
ARC2	training	4cd1b7b2	objects	false	false	0	1	false		
ARC2	training	4cd1b7b2	grid_objects	false	false	0	1	false		
ARC2	training	4093f84a	complete	false	false	0	1	NA	id	
ARC2	training	4093f84a	grid_d2	false	false	0	1	false		
ARC2	training	4093f84a	objects	false	false	0	1	false		
ARC2	training	4093f84a	grid_objects	false	false	0	1	false		
ARC2	training	0ca9ddb6	complete	false	false	0	1	NA	id	
ARC2	training	0ca9ddb6	grid_d2	false	false	0	1	false		
ARC2	training	0ca9ddb6	objects	false	false	0	1	false		
ARC2	training	0ca9ddb6	grid_objects	false	false	0	1	false		
ARC2	training	de1cd16c	complete	false	false	0	1	NA	id	
ARC2	training	de1cd16c	grid_d2	false	false	0	1	false		
ARC2	training	de1cd16c	objects	false	false	0	1	false		
ARC2	training	de1cd16c	grid_objects	false	false	0	1	false		
ARC2	training	d406998b	complete	false	false	0	1	NA	id	
ARC2	training	d406998b	grid_d2	false	false	0	1	false		
ARC2	training	d406998b	objects	false	false	0	1	false		
ARC2	training	d406998b	grid_objects	false	false	0	1	false		
ARC2	training	319f2597	complete	false	false	0	1	NA	id	
ARC2	training	319f2597	grid_d2	false	false	0	1	false		
ARC2	training	319f2597	objects	false	false	0	1	false		
ARC2	training	319f2597	grid_objects	false	false	0	1	false		
ARC2	evaluation	f560132c	complete	false	false	0	1	NA	id	
ARC2	evaluation	f560132c	grid_d2	false	false	0	1	false		
ARC2	evaluation	f560132c	objects	false	false	0	1	false		
ARC2	evaluation	f560132c	grid_objects	false	false	0	1	false		
ARC2	training	5b37cb25	complete	false	false	0	1	NA	id	
ARC2	training	5b37cb25	grid_d2	false	false	0	1	false		
ARC2	training	5b37cb25	objects	false	false	0	1	false		
ARC2	training	5b37cb25	grid_objects	false	false	0	1	false		
ARC2	training	f3e62deb	complete	false	false	0	2	NA	id	
ARC2	training	f3e62deb	grid_d2	false	false	0	2	false		
ARC2	training	f3e62deb	objects	false	false	0	2	false		
ARC2	training	f3e62deb	grid_objects	false	false	0	2	false		
ARC2	training	5a5a2103	complete	false	false	0	1	NA	id	
ARC2	training	5a5a2103	grid_d2	false	false	0	1	false		
ARC2	training	5a5a2103	objects	false	false	0	1	false		
ARC2	training	5a5a2103	grid_objects	false	false	0	1	false		
ARC2	training	ff72ca3e	complete	false	false	0	1	NA	id	
ARC2	training	ff72ca3e	grid_d2	false	false	0	1	false		
ARC2	training	ff72ca3e	objects	false	false	0	1	false		
ARC2	training	ff72ca3e	grid_objects	false	false	0	1	false		
ARC2	training	f8be4b64	complete	false	false	0	1	NA	id	
ARC2	training	f8be4b64	grid_d2	false	false	0	1	false		
ARC2	training	f8be4b64	objects	false	false	0	1	false		
ARC2	training	f8be4b64	grid_objects	false	false	0	1	false		
